abarticulation	event
abarticulation	injury
abarticulation	phenomenon
abdomen	phenomenon
abdomen	physical-object
abdomen	universe
abdominoplasty	accomplishment
abdominoplasty	act
abdominoplasty	activity
abdominoplasty	event
abdominoplasty	operation
abdominoplasty	phenomenon
abdominoplasty	procedure
abdominoplasty	therapy
abdominoplasty	volition
aberration	event
aberration	luminosity
aberration	phenomenon
ability	attribute
ability	property
ablation	accomplishment
ablation	act
ablation	activity
ablation	event
ablation	operation
ablation	phenomenon
ablation	procedure
ablation	therapy
ablation	volition
abortion	destruction
abortion	event
abortion	phenomenon
abrasion	event
abrasion	injury
abrasion	phenomenon
abscess	phenomenon
abscess	physical-object
abscess	universe
absence	event
absence	phenomenon
absorption	event
absorption	locating
absorption	phenomenon
absorption	visit
abuse	accomplishment
abuse	act
abuse	activity
abuse	communication
abuse	event
abuse	information
abuse	phenomenon
abuse	procedure
abuse	reaction.phenomenon
abuse	universe
abuse	volition
academic-degree	artifact
academic-degree	contract-condition
academic-degree	indication
academic-degree	information
academic-degree	line-of-text
academic-degree	phenomenon
academic-degree	physical-object
academic-degree	text
academic-degree	universe
academy	agent
academy	association
academy	collection
academy	group
academy	organization
academy	phenomenon
academy	team
academy	universe
access	attribute
access	normal
access	property
accident	event
accident	phenomenon
accomplishment	event
accomplishment	phenomenon
account	article
account	artifact
account	contract-condition
account	data-file
account	essay
account	indication
account	information
account	line-of-text
account	news
account	note
account	phenomenon
account	physical-object
account	text
account	universe
accretion	event
accretion	extension.time
accretion	increase
accretion	phenomenon
accusation	accomplishment
accusation	act
accusation	activity
accusation	affirmation
accusation	communication
accusation	event
accusation	information
accusation	phenomenon
accusation	procedure
accusation	universe
accusation	volition
ace	agent
ace	animal
ace	body
ace	human
ace	mammal
ace	organism
ace	person
ace	phenomenon
ace	physical-object
ace	populace
ace	self
ace	species
ace	universe
ace	vertebrate
achromia	attribute
achromia	property
acid	compound
acid	material
acid	phenomenon
acid	substance
acid	universe
acknowledgment	amateur
acknowledgment	ambiance
acknowledgment	attribute
acknowledgment	circumstance
acknowledgment	civilisation
acknowledgment	crowd
acknowledgment	custom
acknowledgment	danger
acknowledgment	expert
acknowledgment	freedom
acknowledgment	hero
acknowledgment	lap
acknowledgment	literary-works
acknowledgment	normal
acknowledgment	point-of-view
acknowledgment	practice
acknowledgment	property
acknowledgment	quack
acknowledgment	society
acknowledgment	status
acknowledgment	tension
acknowledgment	way
acquaintance	attribute
acquaintance	property
acquired-knowledge	accomplishment
acquired-knowledge	act
acquired-knowledge	activity
acquired-knowledge	event
acquired-knowledge	leader
acquired-knowledge	phenomenon
acquired-knowledge	procedure
acquired-knowledge	volition
acquisition	accomplishment
acquisition	act
acquisition	activity
acquisition	event
acquisition	phenomenon
acquisition	procedure
acquisition	volition
act	event
act	phenomenon
act-of-play	accomplishment
act-of-play	act
act-of-play	activity
act-of-play	communication
act-of-play	event
act-of-play	information
act-of-play	performing
act-of-play	phenomenon
act-of-play	procedure
act-of-play	stage-production
act-of-play	universe
act-of-play	volition
acting-out	accomplishment
acting-out	act
acting-out	activity
acting-out	event
acting-out	phenomenon
acting-out	procedure
acting-out	volition
actinomycin	material
actinomycin	phenomenon
actinomycin	substance
actinomycin	universe
action	signified
activeness	attribute
activeness	property
activity	event
activity	phenomenon
acute-leukemia	attribute
acute-leukemia	property
acute-leukemia	symptomatic-effect
acute-lymphocytic-leukemia	attribute
acute-lymphocytic-leukemia	property
acute-lymphocytic-leukemia	symptomatic-effect
acute-myelocytic-leukemia	attribute
acute-myelocytic-leukemia	property
acute-myelocytic-leukemia	symptomatic-effect
acute-schizophrenic-episode	attribute
acute-schizophrenic-episode	inclination
acute-schizophrenic-episode	mentality
acute-schizophrenic-episode	property
acute-schizophrenic-episode	symptomatic-effect
acute-schizophrenic-episode	trait
acyclovir	material
