abbey	organization
abbey	place
academy	organization
academy	place
academy	school
active-galactic-nucleus	place
adhesive	product
aircraft	product
aircraft	vehicle
airline	organization
airplane	product
airplane	vehicle
airport	place
alliance	organization
altar	information
altar	product
ammunition	product
anchor	product
angel	information
anniversary	event
apartment	place
aquarium	place
arch	product
arena	place
armillary-sphere	information
armillary-sphere	map
armillary-sphere	organization
armillary-sphere	place
armillary-sphere	product
army	organization
article	information
assembly-hall	place
asteroid	place
astronomical-catalog	collection
astronomical-catalog	dataset
astronomical-catalog	information
astronomical-catalog	product
athlete	person
atmosphere	substance
bag	product
bakery	organization
bakery	place
balcony	place
ballet	information
bank	organization
bank	place
banner	product
bar	organization
bar	place
barometer	product
baron	person
barred-spiral-galaxy	place
barycenter	information
basement	place
basket	product
battle	event
battlefield	place
bay	body-of-water
bay	landform
bay	place
beach	place
bead	information
bead	product
beer	product
beer	substance
belt-buckle	product
bicycle	product
bicycle	vehicle
binary-star	place
binoculars	product
birthday	event
bishop	person
board-game	game
board-game	information
board-game	product
board-of-directors	organization
boat	product
boat	vehicle
body-of-water	landform
body-of-water	place
bomb	product
bomber	product
bomber	vehicle
book	information
bottle	product
bowl	product
box	product
bracelet	information
bracelet	product
bread	product
brewery	organization
brewery	place
bridge	place
brooch	product
brown-dwarf	place
bucket	product
buffet	event
building	place
building-material	product
bungalow	house
bungalow	place
burial	event
cabaret	organization
cabaret	place
cake	product
calculator	product
camera	product
camera-lens	product
candy	product
capital-city	city
capital-city	place
car	product
car	vehicle
carafe	product
carnival	event
carnival	festival
carriage	product
carriage	vehicle
cartoon	drawing
cartoon	information
castle	house
castle	place
cathedral	church
cathedral	place
cave	landform
cave	place
ceiling	product
cello	product
cemetery	place
census	dataset
census	information
ceramic	product
ceremony	event
chair	information
chair	product
championship	event
chandelier	product
chapter	information
charitable-organization	organization
chart	information
chart	product
charter	information
charter	product
cheese	product
chimney	product
chronicle	collection
chronicle	information
chronicle	product
church	place
city	place
cliff	landform
cliff	place
clock	product
clothing	product
coat	product
coffin	product
coin	information
coin	sculpture
coin	service
collection	information
college	organization
colony	place
column	product
comb	product
comedy	information
comet	place
comic-strip	information
committee	organization
communications-satellite	place
communications-satellite	product
communications-satellite	vehicle
company	organization
compiler	information
compiler	product
composer	person
computer	product
computer-mouse	person
computer-mouse	product
computer-program	information
computer-program	product
computer-virus	information
computer-virus	product
computer-worm	information
computer-worm	product
concrete	place
concrete	product
confederation	organization
congress	event
conspiracy	organization
constellation	place
constituent-state	place
constitution	information
constitution	legislation
container	product
continent	landform
continent	place
contract	information
contract	product
cooperation	organization
cornice	product
costume	product
council	organization
country	place
course	information
court	organization
craft	occupation
credit-card	service
cross	information
crossbow	product
cup	product
currency	service
curtain	product
cushion	information
dairy	organization
dairy	place
dark-nebula	place
dataset	information
decree	information
decree	legislation
deed	information
deed	product
definition	information
deity	information
desert	place
dessert	product
diagram	information
diagram	product
dialogue	product
diamond	product
diary	information
diary	product
dictionary	information
dictionary	product
digital-camera	product
district	place
document	information
document	product
doll	information
doll	product
door	product
dormitory	place
drama	information
drawing	information
dress	product
drink	product
drink	substance
drug	substance
drum	product
duke	occupation
duke	person
dvd	product
dwarf-galaxy	place
dwelling	place
dye	product
earring	product
earth-observation-satellite	place
earth-observation-satellite	product
earth-observation-satellite	vehicle
election	event
elevator	product
elliptical-galaxy	place
embassy	place
emission-nebula	place
empire	country
empire	organization
empire	place
engine	product
engineer	person
episode	information
exhibition	event
exoplanet	place
extract	substance
facade	product
factory	organization
factory	place
fair	event
fairy	information
family	organization
farm	place
ferry	product
ferry	vehicle
festival	event
fiber	product
fiction	information
figurine	information
figurine	sculpture
file-folder	product
finance	product
finial	product
flag	information
flag	product
flare-star	place
folding-screen	information
folding-screen	product
folklore	information
food	product
food-coloring	product
forest	place
fountain	information
fountain	place
fountain	product
funeral	event
fur	product
furniture	information
furniture	product
galaxy	place
galaxy-cluster	place
galaxy-group	place
game	information
